ID,Key,Gemiddelde WOZ,Meest voorkomende postcode
10296,BU19480406,580,      5466
10297,BU19480407,604,      5463
10298,BU19480408,584,      5465
10299,BU19480409,649,      5464
10300,BU19480410,604,      5461
10301,BU19480411,617,      5465
10302,BU19480412,374,      5467
10303,BU19480413,372,      5467
10304,BU19480414,354,      5467
10305,BU19480415,610,      5463
10306,BU19480416,,      5465
10307,BU19480417,,      5466
10308,BU19480418,438,      5466
10309,BU19480419,424,      5463
10310,BU19480420,315,      5467
10311,BU19480421,392,      5462
10312,BU19480422,355,      5461
10313,BU19480423,373,      5467
10314,BU19480424,314,      5463
10315,BU19480425,336,      5463
10316,BU19480426,445,      5464
10317,BU19480427,332,      5462
10318,BU19480428,628,      5463
10319,BU19480429,300,      5461
10320,BU19480430,269,      5463
10321,BU19480431,281,      5463
10322,BU19480432,413,      5461
10323,BU19480433,434,      5465
10324,GM0119    ,289,         .
10325,WK011900  ,266,         .
10326,BU01190000,234,      7941
10327,BU01190001,257,      7941
10328,BU01190002,302,      7941
10329,WK011901  ,222,         .
10330,BU01190100,217,      7942
10331,BU01190101,,      7942
10332,WK011902  ,201,         .
10333,BU01190200,193,      7942
10334,BU01190201,201,      7942
10335,BU01190202,207,      7942
10336,WK011903  ,248,         .
10337,BU01190300,230,      7944
10338,BU01190301,203,      7944
10339,BU01190302,302,      7944
10340,BU01190303,291,      7944
10341,WK011904  ,473,         .
10342,BU01190400,474,      7944
10343,BU01190401,473,      7944
10344,WK011905  ,202,         .
10345,BU01190500,198,      7943
10346,BU01190501,264,      7943
10347,WK011906  ,308,         .
10348,BU01190600,315,      7943
10349,BU01190601,360,      7943
10350,BU01190602,386,      7943
10351,BU01190603,254,      7943
10352,WK011907  ,351,         .
10353,BU01190700,371,      7942
10354,BU01190701,277,      7942
10355,WK011908  ,459,         .
10356,BU01190800,459,      7943
10357,WK011909  ,,         .
10358,BU01190900,,      7942
10359,BU01190901,,      7942
10360,WK011910  ,371,         .
10361,BU01191000,,      7944
10362,BU01191001,,      7944
10363,BU01191002,,      7942
10364,BU01191003,,      7942
10365,BU01191004,,      7942
10366,WK011911  ,515,         .
10367,BU01191100,472,      7942
10368,BU01191101,,      7943
10369,BU01191102,,      7943
10370,WK011912  ,345,         .
10371,BU01191200,495,      7948
10372,BU01191201,285,      7948
10373,BU01191202,292,      7948
10374,BU01191203,400,      7948
10375,BU01191204,393,      7948
10376,BU01191205,238,      7948
10377,BU01191206,433,      7948
10378,BU01191207,483,      7948
10379,BU01191208,483,      7948
10380,BU01191209,467,      7948
10381,WK011913  ,470,         .
10382,BU01191300,400,      7949
10383,BU01191301,582,      7965
10384,BU01191302,455,      7966
10385,GM0687    ,259,         .
10386,WK068700  ,258,         .
10387,BU06870003,294,      4331
10388,BU06870004,243,      4331
10389,BU06870005,183,      4331
10390,BU06870006,290,      4331
10391,BU06870007,244,      4332
10392,WK068710  ,261,         .
10393,BU06871008,235,      4334
10394,BU06871009,293,      4334
10395,BU06871010,345,      4334
10396,WK068711  ,284,         .
10397,BU06871102,325,      4333
10398,BU06871111,198,      4333
10399,BU06871112,432,      4333
10400,WK068712  ,223,         .
10401,BU06871213,223,      4332
10402,WK068713  ,341,         .
10403,BU06871301,339,      4333
10404,BU06871314,,      4333
10405,WK068714  ,316,         .
10406,BU06871415,318,      4333
10407,BU06871416,,      4333
10408,BU06871417,294,      4333
10409,WK068715  ,251,         .
10410,BU06871518,251,      4332
10411,WK068716  ,437,         .
10412,BU06871619,650,      4333
10413,BU06871620,396,      4332
10414,WK068717  ,,         .
10415,BU06871721,,      4333
10416,BU06871768,,      4333
10417,BU06871781,,         .
10418,WK068718  ,464,         .
10419,BU06871822,,      4334
10420,BU06871823,,      4334
10421,BU06871824,,      4333
10422,WK068719  ,463,         .
10423,BU06871925,,      4332
10424,BU06871926,,      4332
10425,WK068720  ,220,         .
10426,BU06872027,147,      4335
10427,BU06872028,217,      4335
10428,BU06872031,198,      4335
10429,BU06872032,405,      4335
10430,BU06872084,264,      4335
10431,WK068729  ,335,         .
10432,BU06872933,,      4335
10433,BU06872934,,      4335
10434,BU06872935,,      4335
10435,BU06872936,269,      4335
10436,WK068730  ,249,         .
10437,BU06873037,220,      4336
10438,BU06873038,206,      4336
10439,BU06873039,350,      4336
10440,BU06873040,224,      4336
10441,BU06873041,246,      4336
10442,BU06873082,310,      4336
10443,BU06873083,,      4336
10444,WK068731  ,180,         .
10445,BU06873143,,      4337
10446,BU06873144,176,      4337
10447,BU06873145,206,      4337
10448,BU06873171,158,      4337
10449,WK068732  ,210,         .
10450,BU06873247,268,      4338
10451,BU06873248,,      4338
10452,WK068739  ,433,         .
10453,BU06873946,359,      4337
10454,BU06873950,476,      4337
10455,BU06873970,,      4336
10456,WK068740  ,234,         .
10457,BU06874051,234,      4339
10458,WK068749  ,392,         .
10459,BU06874952,,      4339
10460,BU06874953,411,      4339
10461,BU06874954,,      4339
10462,BU06874955,,      4339
10463,BU06874956,362,      4339
10464,BU06874957,,      4339
10465,WK068750  ,267,         .
10466,BU06875058,185,      4341
10467,BU06875059,208,      4341
10468,BU06875060,257,      4341
10469,BU06875061,306,      4341
10470,BU06875062,352,      4341
10471,BU06875063,467,      4341
10472,BU06875069,573,      4341
10473,BU06875085,479,      4341
10474,WK068751  ,365,         .
10475,BU06875164,365,      4341
10476,WK068752  ,507,         .
10477,BU06875265,507,      4341
10478,WK068753  ,,         .
10479,BU06875367,,         .
10480,WK068759  ,425,         .
10481,BU06875966,425,      4341
10482,GM1842    ,470,         .
10483,WK184200  ,471,         .
10484,BU18420000,416,      2636
10485,BU18420001,476,      2635
10486,BU18420002,610,      2636
10487,BU18420004,601,      2636
10488,BU18420005,611,      2636
10489,BU18420007,,      2636
10490,BU18420009,655,      2635
10491,WK184201  ,468,         .
10492,BU18420100,418,      3155
10493,BU18420101,900,      3155
10494,BU18420103,680,      3155
10495,BU18420106,494,      3155
10496,BU18420108,,      3155
10497,BU18420109,785,      3155
10498,GM1731    ,299,         .
10499,WK173100  ,291,         .
10500,BU17310000,271,      9411
10501,BU17310001,335,      9411
10502,BU17310002,489,      9411
10503,BU17310003,396,      9411
10504,BU17310009,405,      9411
10505,WK173101  ,324,         .
10506,BU17310100,321,      9415
10507,BU17310101,246,      9416
10508,BU17310109,373,      9416
10509,WK173102  ,339,         .
10510,BU17310200,296,      9414
10511,BU17310201,436,      9414
10512,BU17310209,418,      9414
10513,WK173103  ,319,         .
10514,BU17310300,307,      9418
10515,BU17310309,352,      9418
10516,WK173104  ,366,         .
10517,BU17310400,348,      9417
10518,BU17310409,405,      9417
10519,WK173105  ,386,         .
10520,BU17310500,332,      9419
10521,BU17310509,412,      9419
10522,WK173106  ,254,         .
10523,BU17310600,239,      9422
10524,BU17310601,344,      9422
10525,BU17310602,301,      9422
10526,BU17310609,403,      9422
10527,WK173107  ,273,         .
10528,BU17310700,255,      9421
10529,BU17310701,360,      9421
10530,BU17310702,326,      9421
10531,BU17310709,418,      9421
10532,WK173108  ,285,         .
10533,BU17310800,240,      9423
10534,BU17310801,331,      9422
10535,BU17310802,310,      9423
10536,BU17310809,414,      9423
10537,WK173109  ,315,         .
10538,BU17310900,307,      9431
10539,BU17310901,527,      9434
10540,BU17310909,540,      9431
10541,WK173110  ,394,         .
10542,BU17311000,386,      9442
10543,BU17311001,402,      9432
10544,BU17311009,,      9442
10545,WK173111  ,322,         .
10546,BU17311100,290,      9439
10547,BU17311109,440,      9439
10548,WK173112  ,287,         .
10549,BU17311200,272,      7938
10550,BU17311209,410,      7938
10551,WK173113  ,461,         .
10552,BU17311309,461,      7910
10553,WK173114  ,427,         .
10554,BU17311400,408,      9433
10555,BU17311409,457,      9433
10556,WK173115  ,388,         .
10557,BU17311500,352,      9441
10558,BU17311509,415,      9441
10559,WK173116  ,407,         .
10560,BU17311600,428,      9438
10561,BU17311601,394,      9437
10562,BU17311602,357,      9436
10563,BU17311609,455,      9436
10564,GM1952    ,239,         .
10565,WK195201  ,185,         .
10566,BU19520101,166,      9601
10567,BU19520102,204,      9601
10568,BU19520103,,      9601
10569,BU19520104,281,      9601
10570,BU19520105,205,      9601
10571,BU19520106,142,      9601
10572,BU19520107,213,      9601
10573,WK195202  ,169,         .
10574,BU19520201,141,      9602
10575,BU19520202,206,      9602
10576,BU19520203,128,      9602
10577,BU19520204,241,      9602
10578,BU19520205,171,      9602
10579,BU19520206,217,      9602
10580,BU19520207,152,      9602
10581,BU19520208,188,      9602
10582,BU19520209,,      9602
10583,BU19520210,,         .
10584,WK195203  ,313,         .
10585,BU19520301,215,      9603
10586,BU19520302,290,      9603
10587,BU19520303,383,      9603
10588,BU19520304,338,      9603
10589,BU19520305,,      9603
10590,BU19520306,419,      9603
10591,WK195204  ,224,         .
10592,BU19520401,177,      9611
10593,BU19520402,253,      9611
10594,BU19520403,179,      9611
10595,BU19520404,,      9611
10596,BU19520405,233,      9611
10597,BU19520406,366,      9611
10598,BU19520407,406,      9611
10599,BU19520408,270,      9611
10600,BU19520409,254,      9611
10601,WK195205  ,285,         .
10602,BU19520501,281,      9605
10603,BU19520502,333,      9605
10604,WK195206  ,505,         .
10605,BU19520601,328,      9606
10606,BU19520602,634,      9606
10607,BU19520603,259,      9606
10608,BU19520604,,      9606
10609,WK195207  ,172,         .
10610,BU19520701,166,      9607
10611,BU19520702,221,      9607
10612,WK195208  ,295,         .
10613,BU19520801,,      9609
10614,BU19520802,266,      9608
10615,BU19520803,324,      9608
10616,BU19520804,,      9608
10617,BU19520805,,         .
10618,WK195209  ,351,         .
10619,BU19520901,349,      9617
10620,BU19520902,,         .
10621,BU19520903,,      9617
10622,BU19520904,375,      9616
10623,BU19520905,374,      9616
10624,BU19520906,,      9616
10625,BU19520907,297,      9618
10626,WK195210  ,256,         .
10627,BU19521001,254,      9615
10628,BU19521002,,      9615
10629,BU19521003,,      9615
10630,BU19521004,,      9615
10631,WK195211  ,288,         .
10632,BU19521101,277,      9619
10633,BU19521102,347,      9619
10634,BU19521103,,      9619
10635,WK195212  ,244,         .
10636,BU19521201,236,      9621
10637,BU19521202,358,      9621
10638,BU19521203,266,      9621
10639,WK195213  ,290,         .
10640,BU19521301,285,      9626
10641,BU19521302,,      9626
10642,BU19521303,,      9626
10643,WK195214  ,310,         .
10644,BU19521401,308,      9627
10645,BU19521402,,      9627
10646,WK195215  ,254,         .
10647,BU19521501,241,      9628
10648,BU19521502,366,      9628
10649,BU19521503,,      9628
10650,WK195216  ,322,         .
10651,BU19521601,275,      9625
10652,BU19521602,330,      9625
10653,BU19521603,442,      9624
10654,BU19521604,336,      9623
10655,WK195217  ,321,         .
10656,BU19521701,318,      9939
10657,BU19521702,325,      9629
10658,WK195218  ,216,         .
10659,BU19521801,224,      9649
10660,BU19521802,196,      9649
10661,BU19521803,,      9649
10662,BU19521804,,      9649
10663,BU19521805,337,      9633
10664,BU19521806,330,      9632
10665,WK195219  ,258,         .
10666,BU19521901,242,      9635
10667,BU19521902,387,      9635
10668,WK195220  ,253,         .
10669,BU19522001,250,      9636
10670,BU19522002,313,      9636
10671,BU19522003,292,      9636
10672,BU19522004,,      9636
10673,BU19522005,,      9636
10674,WK195221  ,253,         .
10675,BU19522101,242,      9651
10676,BU19522102,329,      9651
10677,GM1709    ,335,         .
10678,WK170900  ,330,         .
10679,BU17090000,309,      4761
10680,BU17090001,259,      4761
10681,BU17090002,298,      4761
10682,BU17090003,494,      4762
10683,BU17090004,406,      4761
10684,BU17090005,494,      4761
10685,BU17090006,321,      4762
10686,BU17090008,502,      4761
10687,BU17090009,,      4762
10688,WK170901  ,362,         .
10689,BU17090100,342,      4765
10690,BU17090109,445,      4765
10691,WK170902  ,382,         .
10692,BU17090200,342,      4771
10693,BU17090209,509,      4771
10694,WK170903  ,312,         .
10695,BU17090300,305,      4791
10696,BU17090301,394,      4791
10697,BU17090302,414,      4791
10698,BU17090303,,      4782
10699,BU17090309,447,      4791
10700,WK170904  ,305,         .
10701,BU17090400,291,      4781
10702,BU17090401,,      4782
10703,BU17090409,524,      4781
10704,WK170905  ,397,         .
10705,BU17090500,386,      4759
10706,BU17090509,,      4758
10707,WK170906  ,355,         .
10708,BU17090600,338,      4758
10709,BU17090601,476,      4758
10710,BU17090609,512,      4758
10711,WK170907  ,323,         .
10712,BU17090700,306,      4793
10713,BU17090701,380,      4793
10714,BU17090702,410,      4794
10715,BU17090703,416,      4793
10716,BU17090709,473,      4793
10717,WK170908  ,362,         .
10718,BU17090800,303,      4794
10719,BU17090809,450,      4794
10720,WK170909  ,386,         .
10721,BU17090900,365,      4797
10722,BU17090901,350,      4797
10723,BU17090902,414,      4797
10724,BU17090909,477,      4797
10725,WK170910  ,294,         .
10726,BU17091000,246,      4797
10727,BU17091009,411,      4796
10728,GM1978    ,388,         .
10729,WK197801  ,346,         .
10730,BU19780101,,      4241
10731,BU19780102,,      4241
10732,BU19780103,,      4241
10733,BU19780104,311,      4241
10734,BU19780105,,      4241
10735,BU19780106,,      4241
10736,BU19780107,524,      4241
10737,BU19780108,607,      4241
10738,WK197802  ,385,         .
10739,BU19780201,,      2971
10740,BU19780202,,      2971
10741,BU19780203,331,      2971
10742,BU19780204,,      2971
10743,BU19780205,621,      2971
10744,BU19780206,579,      2971
10745,WK197803  ,432,         .
10746,BU19780301,561,      2974
10747,BU19780302,351,      2974
10748,BU19780303,691,      2974
10749,BU19780304,546,      2974
10750,BU19780305,,      2974
10751,BU19780307,509,      2974
10752,BU19780308,501,      2974
10753,BU19780309,448,      2974
10754,WK197804  ,462,         .
10755,BU19780401,591,      3381
10756,BU19780402,375,      3381
10757,BU19780403,654,      3381
10758,BU19780404,530,      3381
10759,BU19780405,723,      3381
10760,BU19780406,605,      3381
10761,BU19780407,,      3381
10762,BU19780408,604,      3381
10763,BU19780409,396,      3381
10764,BU19780410,281,      3381
10765,WK197805  ,448,         .
10766,BU19780501,601,      2977
10767,BU19780502,371,      2977
10768,BU19780503,,      2977
10769,BU19780504,,      2977
10770,WK197806  ,385,         .
10771,BU19780601,,         .
10772,BU19780602,447,      2964
10773,BU19780603,616,      2964
10774,BU19780604,354,      2964
10775,BU19780605,,      2964
10776,BU19780607,662,      2964
10777,BU19780608,,      2964
10778,BU19780609,509,      2964
10779,BU19780610,600,      2964
10780,WK197807  ,428,         .
10781,BU19780701,,      4221
10782,BU19780702,363,      4221
10783,BU19780703,660,      4221
10784,BU19780704,504,      4221
10785,BU19780705,545,      4221
10786,BU19780706,593,      4221
10787,WK197808  ,422,         .
10788,BU19780801,628,      4223
10789,BU19780802,382,      4223
10790,BU19780803,689,      4223
10791,BU19780804,644,      4223
10792,WK197809  ,314,         .
10793,BU19780901,,         .
10794,BU19780902,,      2961
10795,BU19780903,316,      2961
10796,BU19780904,206,      2961
10797,WK197810  ,382,         .
10798,BU19781001,,      2967
10799,BU19781002,503,      2967
10800,BU19781003,354,      2967
10801,BU19781004,416,      2967
10802,WK197811  ,418,         .
10803,BU19781101,355,      2973
10804,BU19781102,609,      2973
10805,BU19781103,,      2973
10806,BU19781104,,      2973
10807,BU19781105,408,      2973
10808,BU19781106,622,      2973
10809,WK197812  ,315,         .
10810,BU19781201,320,      2957
10811,BU19781202,282,      2957
10812,BU19781203,,      2957
10813,BU19781204,499,      2957
10814,BU19781205,,      2957
10815,BU19781206,,      2957
10816,BU19781207,527,      2957
10817,WK197813  ,330,         .
10818,BU19781301,330,      2965
10819,BU19781302,,      2965
10820,WK197814  ,441,         .
10821,BU19781401,,      4225
10822,BU19781402,584,      4225
10823,BU19781403,,      4225
10824,BU19781405,773,      4225
10825,BU19781406,346,      4225
10826,BU19781407,533,      4225
10827,BU19781408,509,      4225
10828,BU19781409,,      4225
10829,WK197815  ,472,         .
10830,BU19781501,,      2975
10831,BU19781502,707,      2975
10832,BU19781503,509,      2975
10833,BU19781504,627,      2975
10834,BU19781505,595,      2975
10835,BU19781506,553,      2975
10836,BU19781507,,      2975
10837,BU19781508,414,      2975
10838,BU19781509,,         .
10839,BU19781510,397,      2975
10840,WK197816  ,437,         .
10841,BU19781601,638,      2969
10842,BU19781602,598,      2969
10843,BU19781603,372,      2969
10844,BU19781604,,      2969
10845,BU19781605,575,      2969
10846,WK197817  ,413,         .
10847,BU19781701,373,      4209
10848,BU19781702,,      4209
10849,BU19781703,,      4209
10850,BU19781704,,      4209
10851,BU19781705,624,      4209
10852,WK197818  ,384,         .
10853,BU19781801,571,      2959
10854,BU19781802,428,      2959
10855,BU19781803,342,      2959
10856,WK197819  ,476,         .
10857,BU19781901,476,      2968
10858,WK197820  ,418,         .
10859,BU19782001,,      3366
10860,BU19782002,376,      3366
10861,BU19782003,485,      3366
10862,BU19782004,540,      3366
10863,GM1955    ,282,         .
10864,WK195500  ,267,         .
10865,BU19550000,239,      7041
10866,BU19550001,228,      7041
10867,BU19550002,277,      7038
10868,BU19550003,291,      7045
10869,BU19550004,270,      7047
10870,BU19550005,309,      7039
10871,BU19550006,451,      7038
10872,BU19550007,408,      7044
10873,BU19550008,405,      7047
10874,BU19550009,350,      7045
10875,BU19550010,429,      7039
10876,WK195501  ,319,         .
10877,BU19550100,265,      7037
10878,BU19550101,284,      7035
10879,BU19550102,373,      7037
10880,BU19550106,398,      7036
10881,BU19550107,380,      7035
10882,BU19550108,368,      7037
10883,BU19550109,,      7039
10884,WK195502  ,286,         .
10885,BU19550200,258,      6942
10886,BU19550201,264,      6942
10887,BU19550202,293,      6941
10888,BU19550203,296,      6942
10889,BU19550205,489,      6942
10890,BU19550206,409,      6941
10891,BU19550207,330,      6942
10892,BU19550208,404,      6942
10893,BU19550209,405,      6941
10894,GM0335    ,426,         .
10895,WK033500  ,399,         .
10896,BU03350000,395,      3417
10897,BU03350001,410,      3417
10898,WK033501  ,454,         .
10899,BU03350100,390,      3461
10900,BU03350101,,      3461
10901,BU03350102,660,      3461
10902,BU03350103,656,      3417
10903,BU03350108,608,      3461
10904,BU03350109,624,      3417
10905,WK033502  ,561,         .
10906,BU03350200,552,      3417
10907,BU03350201,660,      3417
10908,BU03350202,515,      3417
10909,BU03350209,,      3417
10910,GM0944    ,423,         .
10911,WK094400  ,415,         .
10912,BU09440000,420,      6584
10913,BU09440001,379,      6585
10914,BU09440009,737,      6585
10915,WK094401  ,469,         .
10916,BU09440100,538,      6586
10917,BU09440101,438,      6587
10918,GM1740    ,355,         .
10919,WK174000  ,361,         .
10920,BU17400000,336,      4041
10921,BU17400001,340,      4043
10922,BU17400006,425,      4041
10923,BU17400007,471,      4041
10924,BU17400008,467,      4043
10925,BU17400009,497,      4041
10926,WK174001  ,351,         .
10927,BU17400100,331,      4051
10928,BU17400101,316,      4054
10929,BU17400102,323,      4053
10930,BU17400103,393,      4051
10931,BU17400106,505,      4054
10932,BU17400107,433,      4054
10933,BU17400108,454,      4053
10934,BU17400109,461,      4051
10935,WK174002  ,345,         .
10936,BU17400200,314,      6669
10937,BU17400201,388,      6669
10938,BU17400208,483,      6669
10939,BU17400209,463,      6669
10940,GM0946    ,371,         .
10941,WK094601  ,358,         .
10942,BU09460101,337,      6031
10943,BU09460102,527,      6031
10944,BU09460103,564,      6031
10945,BU09460104,453,      6031
10946,WK094602  ,383,         .
10947,BU09460201,364,      6031
10948,BU09460202,550,      6031
10949,WK094603  ,384,         .
10950,BU09460301,339,      6035
10951,BU09460302,404,      6035
10952,BU09460303,507,      6035
10953,BU09460304,501,      6035
10954,BU09460305,477,      6035
10955,WK094604  ,394,         .
10956,BU09460401,376,      6034
10957,BU09460402,520,      6034
10958,WK094605  ,379,         .
10959,BU09460501,349,      6091
10960,BU09460502,485,      6091
10961,GM0356    ,349,         .
10962,WK035601  ,320,         .
10963,BU03560101,340,      3431
10964,BU03560102,256,      3431
10965,BU03560103,426,      3431
10966,WK035602  ,353,         .
10967,BU03560201,354,      3438
10968,BU03560202,353,      3438
10969,WK035603  ,366,         .
10970,BU03560301,311,      3436
10971,BU03560302,299,      3436
10972,BU03560303,451,      3436
10973,WK035604  ,359,         .
10974,BU03560401,313,      3437
10975,BU03560402,344,      3437
10976,BU03560403,434,      3437
10977,WK035605  ,351,         .
10978,BU03560501,332,      3435
10979,BU03560502,352,      3435
10980,BU03560503,371,      3435
10981,WK035606  ,425,         .
10982,BU03560600,425,      3438
10983,WK035607  ,441,         .
10984,BU03560700,441,      3438
10985,WK035608  ,414,         .
10986,BU03560801,426,      3437
10987,BU03560802,417,      3438
10988,BU03560803,398,      3437
10989,BU03560804,,      3437
10990,WK035610  ,325,         .
10991,BU03561001,356,      3432
10992,BU03561002,290,      3432
10993,BU03561003,362,      3434
10994,WK035611  ,357,         .
10995,BU03561101,342,      3434
10996,BU03561102,375,      3434
10997,WK035612  ,332,         .
10998,BU03561200,332,      3434
10999,WK035613  ,367,         .
11000,BU03561301,343,      3433
11001,BU03561302,423,      3433
11002,WK035614  ,263,         .
11003,BU03561400,263,      3432
11004,WK035615  ,,         .
11005,BU03561500,,      3432
11006,WK035616  ,338,         .
11007,BU03561600,338,      3434
11008,WK035618  ,,         .
11009,BU03561800,,      3433
11010,WK035620  ,,         .
11011,BU03562001,,      3439
11012,BU03562002,,      3439
11013,WK035621  ,260,         .
11014,BU03562100,260,      3439
11015,WK035622  ,,         .
11016,BU03562200,,      3433
11017,WK035623  ,,         .
11018,BU03562300,,      3434
11019,WK035624  ,279,         .
11020,BU03562400,279,      3431
11021,WK035625  ,278,         .
11022,BU03562500,278,      3439
11023,GM0569    ,447,         .
11024,WK056900  ,464,         .
11025,BU05690000,739,      2421
11026,BU05690001,634,      2431
11027,BU05690002,570,      2421
11028,BU05690003,371,      2421
11029,BU05690004,784,      3651
11030,BU05690005,359,      2431
11031,BU05690006,518,      3652
11032,BU05690008,525,      2421
11033,BU05690009,661,      2421
11034,WK056901  ,438,         .
11035,BU05690100,478,      2441
11036,BU05690101,348,      2441
11037,BU05690104,507,      2441
11038,BU05690108,590,      2441
11039,BU05690109,459,      2441
11040,WK056902  ,433,         .
11041,BU05690200,401,      2435
11042,BU05690201,557,      2431
11043,BU05690202,,      2435
11044,BU05690203,567,      2432
11045,BU05690208,,      2435
11046,BU05690209,643,      2435
11047,WK056903  ,434,         .
11048,BU05690300,559,      2461
11049,BU05690301,584,      2461
11050,BU05690302,519,      2461
11051,BU05690303,582,      2461
11052,BU05690305,370,      2461
11053,BU05690306,348,      2461
11054,BU05690309,632,      2461
11055,GM0267    ,442,         .
11056,WK026701  ,402,         .
11057,BU02670101,418,      3861
11058,BU02670102,458,      3863
11059,BU02670103,451,      3863
11060,BU02670104,355,      3861
11061,BU02670105,374,      3861
11062,BU02670106,338,      3861
11063,BU02670107,382,      3861
11064,BU02670108,447,      3862
11065,BU02670109,396,      3862
11066,BU02670110,432,      3862
11067,BU02670111,351,      3862
11068,BU02670112,395,      3862
11069,BU02670113,369,      3862
11070,BU02670114,366,      3862
11071,BU02670115,398,      3863
11072,BU02670116,,      3861
11073,BU02670117,445,      3863
11074,BU02670118,478,      3861
11075,WK026702  ,748,         .
11076,BU02670201,796,      3862
11077,BU02670202,699,      3862
11078,BU02670203,765,      3862
11079,BU02670204,731,      3862
11080,WK026703  ,520,         .
11081,BU02670300,466,      3864
11082,BU02670301,553,      3864
11083,BU02670302,661,      3864
11084,WK026704  ,714,         .
11085,BU02670401,677,      3861
11086,BU02670402,741,      3861
11087,WK026705  ,475,         .
11088,BU02670500,428,      3871
11089,BU02670501,391,      3871
11090,BU02670502,481,      3871
11091,BU02670503,482,      3871
11092,BU02670504,545,      3871
11093,BU02670505,550,      3871
11094,GM0268    ,362,         .
11095,WK026801  ,343,         .
11096,BU02680100,324,      6511
11097,BU02680101,350,      6511
11098,WK026802  ,462,         .
11099,BU02680202,382,      6512
11100,BU02680203,544,      6524
11101,BU02680204,422,      6521
11102,BU02680205,601,      6522
11103,BU02680206,394,      6523
11104,BU02680207,644,      6523
11105,BU02680208,392,      6525
11106,BU02680209,392,      6522
11107,WK026803  ,348,         .
11108,BU02680320,347,      6541
11109,BU02680321,350,      6542
11110,WK026804  ,315,         .
11111,BU02680422,415,      6542
11112,BU02680423,324,      6543
11113,BU02680424,252,      6544
11114,BU02680425,521,      6541
11115,WK026805  ,369,         .
11116,BU02680510,323,      6531
11117,BU02680511,475,      6531
11118,BU02680512,341,      6532
11119,BU02680513,385,      6533
11120,BU02680517,289,      6525
11121,WK026806  ,323,         .
11122,BU02680614,361,      6533
11123,BU02680615,326,      6533
11124,BU02680616,265,      6535
11125,BU02680618,438,      6525
11126,WK026807  ,264,         .
11127,BU02680731,269,      6537
11128,BU02680732,242,      6538
11129,BU02680733,228,      6537
11130,BU02680734,268,      6538
11131,BU02680735,257,      6537
11132,BU02680736,247,      6538
11133,BU02680737,336,      6536
11134,BU02680738,,      6536
11135,BU02680739,341,      6537
11136,WK026808  ,290,         .
11137,BU02680840,273,      6546
11138,BU02680841,288,      6545
11139,BU02680842,311,      6546
11140,BU02680843,,      6546
11141,BU02680847,,      6545
11142,BU02680848,529,      6545
11143,BU02680849,,      6546
11144,WK026809  ,473,         .
11145,BU02680950,484,      6515
11146,BU02680960,501,      6515
11147,BU02680970,461,      6663
11148,GM1930    ,279,         .
11149,WK193001  ,226,         .
11150,BU19300101,246,      3201
11151,BU19300102,194,      3201
11152,BU19300103,271,      3201
11153,BU19300104,235,      3201
11154,BU19300105,221,      3201
11155,BU19300106,201,      3201
11156,WK193002  ,214,         .
11157,BU19300201,229,      3202
11158,BU19300202,205,      3202
11159,WK193003  ,237,         .
11160,BU19300301,221,      3202
11161,BU19300302,253,      3202
11162,WK193004  ,337,         .
11163,BU19300401,337,      3201
11164,WK193005  ,230,         .
11165,BU19300501,252,      3201
11166,BU19300502,227,      3201
11167,BU19300503,224,      3201
11168,BU19300504,181,      3201
11169,WK193006  ,211,         .
11170,BU19300601,211,      3201
11171,BU19300602,210,      3201
11172,BU19300603,,      3201
11173,WK193007  ,237,         .
11174,BU19300701,,      3203
11175,BU19300702,237,      3203
11176,BU19300703,293,      3203
11177,WK193008  ,245,         .
11178,BU19300801,174,      3204
11179,BU19300802,246,      3204
11180,BU19300803,306,      3204
11181,BU19300804,226,      3204
11182,BU19300805,368,      3204
11183,WK193009  ,293,         .
11184,BU19300901,204,      3207
11185,BU19300902,,      3201
11186,BU19300903,279,      3207
11187,BU19300904,338,      3207
11188,BU19300905,374,      3207
11189,WK193010  ,410,         .
11190,BU19301001,358,      3201
11191,BU19301002,430,      3201
11192,BU19301003,458,      3201
11193,BU19301004,499,      3201
11194,WK193011  ,260,         .
11195,BU19301101,239,      3208
11196,BU19301102,320,      3208
11197,WK193012  ,226,         .
11198,BU19301201,239,      3206
11199,BU19301202,204,      3204
11200,BU19301203,238,      3204
11201,BU19301204,190,      3206
11202,BU19301205,228,      3206
11203,BU19301206,252,      3206
11204,WK193013  ,242,         .
11205,BU19301301,242,      3206
11206,WK193014  ,271,         .
11207,BU19301401,292,      3205
11208,BU19301402,304,      3205
11209,BU19301403,295,      3205
11210,BU19301404,290,      3205
11211,BU19301405,260,      3205
11212,BU19301406,279,      3205
11213,BU19301407,244,      3205
11214,BU19301408,271,      3205
11215,BU19301409,264,      3205
11216,BU19301410,247,      3205
11217,BU19301411,,      3205
11218,WK193015  ,348,         .
11219,BU19301501,351,      3207
11220,BU19301502,241,      3207
11221,BU19301503,366,      3207
11222,BU19301504,366,      3207
11223,BU19301505,377,      3203
11224,BU19301506,,      3205
11225,WK193016  ,,         .
11226,BU19301601,,      3208
11227,WK193017  ,528,         .
11228,BU19301701,,      3202
11229,BU19301702,,      3202
11230,BU19301703,,      3202
11231,BU19301704,,      3202
11232,BU19301705,,      3202
11233,BU19301706,534,      3208
11234,BU19301707,,      3207
11235,BU19301708,,      3207
11236,WK193025  ,306,         .
