ID,Key,Gemiddelde WOZ,Meest voorkomende postcode
2598,BU03730501,615,      1934
2599,WK037306  ,444,         .
2600,BU03730600,436,      1934
2601,BU03730601,401,      1934
2602,BU03730602,541,      1934
2603,BU03730609,569,      1934
2604,WK037307  ,554,         .
2605,BU03730700,549,      1871
2606,BU03730701,558,      1871
2607,BU03730702,869,      1871
2608,BU03730703,500,      1871
2609,BU03730704,471,      1873
2610,BU03730705,631,      1871
2611,BU03730709,656,      1871
2612,GM0748    ,304,         .
2613,WK074800  ,259,         .
2614,BU07480000,261,      4611
2615,BU07480001,263,      4611
2616,BU07480002,315,      4611
2617,BU07480003,269,      4611
2618,BU07480004,235,      4615
2619,BU07480005,240,      4615
2620,BU07480006,247,      4615
2621,WK074801  ,303,         .
2622,BU07480100,307,      4614
2623,BU07480101,317,      4614
2624,BU07480102,289,      4613
2625,BU07480103,302,      4614
2626,WK074802  ,263,         .
2627,BU07480200,230,      4621
2628,BU07480201,256,      4624
2629,BU07480202,243,      4623
2630,BU07480203,256,      4624
2631,BU07480204,286,      4625
2632,BU07480205,258,      4624
2633,BU07480206,411,      4622
2634,BU07480208,512,      4625
2635,BU07480209,574,      4614
2636,WK074803  ,383,         .
2637,BU07480300,374,      4617
2638,BU07480301,386,      4616
2639,BU07480302,417,      4612
2640,BU07480306,,      4612
2641,BU07480308,493,      4625
2642,BU07480309,,         .
2643,WK074804  ,359,         .
2644,BU07480400,282,      4661
2645,BU07480401,294,      4661
2646,BU07480402,505,      4661
2647,BU07480403,490,      4661
2648,BU07480404,339,      4661
2649,BU07480405,442,      4661
2650,BU07480408,392,      4661
2651,BU07480409,583,      4661
2652,WK074805  ,366,         .
2653,BU07480500,323,      4664
2654,BU07480507,466,      4664
2655,BU07480508,454,      4664
2656,BU07480509,603,      4664
2657,GM1859    ,357,         .
2658,WK185900  ,355,         .
2659,BU18590000,284,      7271
2660,BU18590002,300,      7271
2661,BU18590003,404,      7274
2662,BU18590004,390,      7275
2663,BU18590005,365,      7273
2664,BU18590006,494,      7275
2665,BU18590007,542,      7274
2666,BU18590008,496,      7271
2667,BU18590009,420,      7273
2668,BU18590010,443,      7271
2669,BU18590011,273,      7271
2670,BU18590012,302,      7271
2671,BU18590013,433,      7271
2672,BU18590014,415,      7271
2673,BU18590015,291,      7271
2674,BU18590016,246,      7271
2675,BU18590017,386,      7271
2676,BU18590018,444,      7271
2677,WK185901  ,337,         .
2678,BU18590102,363,      7157
2679,BU18590104,501,      7151
2680,BU18590105,558,      7152
2681,BU18590106,516,      7152
2682,BU18590107,517,      7151
2683,BU18590108,501,      7151
2684,BU18590109,512,      7157
2685,BU18590110,244,      7151
2686,BU18590111,,      7151
2687,BU18590112,283,      7151
2688,BU18590113,279,      7151
2689,BU18590114,289,      7151
2690,BU18590115,423,      7151
2691,BU18590116,274,      7151
2692,BU18590117,403,      7152
2693,BU18590118,489,      7152
2694,BU18590119,261,      7151
2695,BU18590120,253,      7152
2696,BU18590121,400,      7152
2697,BU18590122,299,      7152
2698,BU18590123,287,      7151
2699,BU18590124,,      7151
2700,WK185902  ,401,         .
2701,BU18590200,332,      7156
2702,BU18590206,474,      7156
2703,BU18590207,480,      7156
2704,BU18590209,446,      7156
2705,WK185903  ,323,         .
2706,BU18590301,370,      7161
2707,BU18590302,356,      7165
2708,BU18590307,485,      7165
2709,BU18590308,521,      7161
2710,BU18590309,529,      7161
2711,BU18590310,283,      7161
2712,BU18590311,284,      7161
2713,BU18590312,270,      7161
2714,BU18590313,490,      7161
2715,BU18590314,249,      7161
2716,BU18590315,238,      7161
2717,BU18590316,280,      7161
2718,BU18590317,376,      7161
2719,BU18590318,270,      7161
2720,BU18590319,426,      7161
2721,WK185904  ,420,         .
2722,BU18590405,544,      7261
2723,BU18590406,587,      7261
2724,BU18590407,434,      7261
2725,BU18590408,514,      7261
2726,BU18590410,501,      7261
2727,BU18590411,326,      7261
2728,BU18590412,385,      7261
2729,BU18590413,283,      7261
2730,BU18590414,311,      7261
2731,BU18590415,543,      7261
2732,BU18590416,527,      7261
2733,BU18590417,406,      7261
2734,BU18590418,409,      7261
2735,GM1721    ,428,         .
2736,WK172101  ,403,         .
2737,BU17210101,372,      5384
2738,BU17210102,345,      5384
2739,BU17210103,339,      5384
2740,BU17210104,401,      5384
2741,BU17210105,378,      5384
2742,BU17210106,446,      5384
2743,BU17210107,237,      5384
2744,BU17210108,312,      5384
2745,BU17210109,530,      5384
2746,BU17210110,527,      5384
2747,BU17210111,413,      5384
2748,BU17210112,297,      5384
2749,BU17210113,383,      5384
2750,BU17210114,357,      5384
2751,BU17210115,305,      5384
2752,BU17210116,386,      5384
2753,BU17210117,710,      5384
2754,BU17210118,402,      5384
2755,BU17210119,494,      5384
2756,BU17210120,459,      5384
2757,WK172102  ,410,         .
2758,BU17210201,436,      5473
2759,BU17210202,492,      5473
2760,BU17210203,447,      5473
2761,BU17210204,263,      5473
2762,BU17210205,374,      5473
2763,BU17210206,372,      5473
2764,BU17210207,447,      5473
2765,BU17210208,443,      5473
2766,BU17210209,531,      5473
2767,BU17210210,461,      5473
2768,BU17210211,392,      5473
2769,WK172103  ,403,         .
2770,BU17210301,388,      5388
2771,BU17210302,408,      5388
2772,BU17210303,398,      5388
2773,BU17210304,569,      5388
2774,BU17210305,401,      5388
2775,BU17210306,339,      5388
2776,BU17210307,400,      5388
2777,BU17210308,255,      5388
2778,BU17210309,475,      5388
2779,BU17210310,489,      5388
2780,WK172104  ,622,         .
2781,BU17210401,,      5384
2782,BU17210402,614,      5384
2783,BU17210403,653,      5384
2784,WK172105  ,540,         .
2785,BU17210501,626,      5473
2786,BU17210502,600,      5473
2787,BU17210503,572,      5473
2788,BU17210504,591,      5473
2789,BU17210505,636,      5473
2790,BU17210506,434,      5472
2791,WK172106  ,494,         .
2792,BU17210601,580,      5388
2793,BU17210602,447,      5476
2794,BU17210603,578,      5388
2795,GM0753    ,404,         .
2796,WK075300  ,404,         .
2797,BU07530001,336,      5683
2798,BU07530002,313,      5683
2799,BU07530003,434,      5683
2800,BU07530004,349,      5683
2801,BU07530005,979,      5683
2802,BU07530006,435,      5684
2803,BU07530007,409,      5682
2804,BU07530008,310,      5684
2805,BU07530009,346,      5684
2806,BU07530010,330,      5683
2807,BU07530011,,      5684
2808,BU07530012,,      5684
2809,BU07530013,462,      5685
2810,BU07530014,509,      5685
2811,BU07530015,656,      5681
2812,BU07530016,380,      5684
2813,BU07530017,362,      5684
2814,BU07530018,479,      5682
2815,BU07530019,657,      5684
2816,GM0209    ,377,         .
2817,WK020901  ,373,         .
2818,BU02090100,551,      6641
2819,BU02090101,555,      6641
2820,BU02090110,,         .
2821,BU02090111,270,      6641
2822,BU02090112,337,      6641
2823,BU02090113,635,      6641
2824,BU02090114,683,      6641
2825,BU02090121,344,      6641
2826,BU02090122,477,      6641
2827,BU02090123,348,      6641
2828,BU02090124,341,      6641
2829,BU02090125,317,      6641
2830,BU02090126,413,      6641
2831,BU02090131,,      6641
2832,BU02090141,266,      6641
2833,BU02090142,258,      6641
2834,BU02090143,259,      6641
2835,BU02090144,313,      6641
2836,BU02090145,303,      6641
2837,BU02090146,481,      6641
2838,BU02090147,,      6641
2839,BU02090151,402,      6642
2840,BU02090152,390,      6642
2841,BU02090153,429,      6642
2842,BU02090154,585,      6642
2843,BU02090161,513,      6642
2844,WK020902  ,388,         .
2845,BU02090202,561,      6644
2846,BU02090203,532,      6644
2847,BU02090204,,      6644
2848,BU02090271,318,      6644
2849,BU02090272,333,      6644
2850,BU02090273,344,      6644
2851,BU02090274,527,      6644
2852,BU02090275,447,      6644
2853,BU02090276,525,      6644
2854,WK020903  ,378,         .
2855,BU02090305,493,      6551
2856,BU02090306,525,      6551
2857,BU02090381,402,      6551
2858,BU02090382,355,      6551
2859,BU02090383,,      6551
2860,WK020904  ,392,         .
2861,BU02090407,545,      6645
2862,BU02090408,502,      6645
2863,BU02090409,,      6645
2864,BU02090491,340,      6645
2865,GM0375    ,341,         .
2866,WK037500  ,274,         .
2867,BU03750000,243,      1941
2868,BU03750001,266,      1941
2869,BU03750002,269,      1941
2870,BU03750003,297,      1944
2871,BU03750004,287,      1943
2872,BU03750005,297,      1947
2873,WK037501  ,414,         .
2874,BU03750100,477,      1942
2875,BU03750101,382,      1942
2876,BU03750102,,      1943
2877,WK037502  ,312,         .
2878,BU03750200,325,      1947
2879,BU03750201,273,      1947
2880,BU03750202,334,      1947
2881,WK037503  ,285,         .
2882,BU03750300,310,      1943
2883,BU03750301,281,      1944
2884,BU03750302,257,      1944
2885,BU03750303,304,      1944
2886,WK037504  ,460,         .
2887,BU03750400,475,      1943
2888,BU03750401,435,      1943
2889,WK037505  ,469,         .
2890,BU03750500,427,      1944
2891,BU03750501,480,      1944
2892,BU03750502,734,      1943
2893,WK037506  ,285,         .
2894,BU03750600,264,      1946
2895,BU03750601,329,      1946
2896,WK037507  ,300,         .
2897,BU03750700,269,      1945
2898,BU03750701,328,      1945
2899,BU03750702,296,      1945
2900,BU03750703,357,      1945
2901,WK037508  ,320,         .
2902,BU03750800,320,      1949
2903,BU03750801,,      1949
2904,WK037509  ,437,         .
2905,BU03750900,,      1948
2906,BU03750901,,      1948
2907,BU03750902,556,      1948
2908,WK037510  ,506,         .
2909,BU03751000,523,      1948
2910,BU03751001,467,      1948
2911,BU03751002,421,      1948
2912,BU03751003,554,      1948
2913,GM0310    ,580,         .
2914,WK031001  ,678,         .
2915,BU03100101,672,      3615
2916,BU03100102,736,      3615
2917,WK031002  ,719,         .
2918,BU03100201,677,      3739
2919,BU03100202,,      3739
2920,WK031003  ,449,         .
2921,BU03100301,434,      3738
2922,BU03100302,465,      3738
2923,BU03100303,859,      3738
2924,WK031004  ,770,         .
2925,BU03100401,731,      3737
2926,BU03100402,854,      3737
2927,WK031005  ,457,         .
2928,BU03100505,457,      3723
2929,WK031006  ,1130,         .
2930,BU03100601,1259,      3723
2931,BU03100602,1003,      3723
2932,BU03100603,961,      3723
2933,WK031007  ,612,         .
2934,BU03100701,589,      3722
2935,BU03100702,,      3722
2936,BU03100703,,      3722
2937,WK031008  ,456,         .
2938,BU03100801,600,      3721
2939,BU03100802,395,      3721
2940,BU03100803,,      3721
2941,WK031009  ,524,         .
2942,BU03100901,467,      3731
2943,BU03100902,,      3731
2944,BU03100903,800,      3731
2945,WK031010  ,439,         .
2946,BU03101001,411,      3732
2947,BU03101002,881,      3732
2948,GM1728    ,409,         .
2949,WK172800  ,387,         .
2950,BU17280000,336,      5531
2951,BU17280001,398,      5531
2952,BU17280002,435,      5531
2953,BU17280003,330,      5531
2954,BU17280004,435,      5531
2955,BU17280005,418,      5531
2956,BU17280006,396,      5531
2957,BU17280007,678,      5531
2958,BU17280008,321,      5531
2959,BU17280009,572,      5531
2960,WK172801  ,475,         .
2961,BU17280100,459,      5534
2962,BU17280109,641,      5534
2963,WK172802  ,405,         .
2964,BU17280200,352,      5527
2965,BU17280201,,      5527
2966,BU17280202,369,      5527
2967,BU17280203,454,      5527
2968,BU17280204,403,      5527
2969,BU17280207,,      5527
2970,BU17280208,,      5527
2971,BU17280209,598,      5527
2972,WK172803  ,464,         .
2973,BU17280300,444,      5528
2974,BU17280301,583,      5528
2975,BU17280309,561,      5528
2976,WK172804  ,480,         .
2977,BU17280400,473,      5529
2978,BU17280409,613,      5529
2979,GM0376    ,843,         .
2980,WK037601  ,843,         .
2981,BU03760101,434,      1261
2982,BU03760102,1214,      1261
2983,BU03760103,,      1261
2984,BU03760104,717,      1261
2985,BU03760105,1464,      1261
2986,BU03760106,,      1261
2987,BU03760107,,         .
2988,BU03760108,,      1261
2989,BU03760109,,      1261
2990,GM0377    ,930,         .
2991,WK037700  ,995,         .
2992,BU03770000,1171,      2061
2993,BU03770001,437,      2061
2994,BU03770002,436,      2061
2995,BU03770003,837,      2061
2996,BU03770004,1202,      2061
2997,BU03770005,534,      2061
2998,BU03770009,908,      2051
2999,WK037701  ,986,         .
3000,BU03770100,996,      2051
3001,BU03770101,675,      2051
3002,BU03770109,1514,      2051
3003,WK037702  ,1421,         .
3004,BU03770200,1536,      2111
3005,BU03770201,1510,      2111
3006,BU03770202,963,      2111
3007,BU03770209,1339,      2111
3008,WK037703  ,531,         .
3009,BU03770300,493,      2114
3010,BU03770309,804,      2114
3011,WK037704  ,578,         .
3012,BU03770400,508,      2121
3013,BU03770401,785,      2121
3014,BU03770402,554,      2121
3015,BU03770403,915,      2121
3016,BU03770404,501,      2121
3017,BU03770409,500,      2121
3018,GM1901    ,434,         .
3019,WK190101  ,394,         .
3020,BU19010101,629,      2411
3021,BU19010102,593,      2411
3022,BU19010103,358,      2411
3023,BU19010104,372,      2411
3024,BU19010105,336,      2411
3025,BU19010106,443,      2411
3026,WK190102  ,377,         .
3027,BU19010201,606,      2411
3028,BU19010202,,      2411
3029,BU19010203,,      2411
3030,BU19010204,558,      2411
3031,BU19010205,361,      2411
3032,BU19010206,315,      2411
3033,BU19010207,394,      2411
3034,BU19010209,284,      2411
3035,BU19010210,323,      2411
3036,BU19010211,561,      2411
3037,BU19010212,338,      2411
3038,BU19010213,368,      2411
3039,BU19010214,375,      2411
3040,BU19010215,364,      2411
3041,BU19010216,,      2411
3042,BU19010217,480,      2412
3043,BU19010218,611,      2411
3044,BU19010219,468,      2411
3045,BU19010220,358,      2411
3046,WK190103  ,469,         .
3047,BU19010301,611,      2415
3048,BU19010302,437,      2415
3049,WK190104  ,527,         .
3050,BU19010401,643,      2811
3051,BU19010402,598,      2811
3052,BU19010403,616,      2811
3053,BU19010404,449,      2811
3054,BU19010405,579,      2811
3055,WK190105  ,510,         .
3056,BU19010501,,      2811
3057,BU19010502,520,      2811
3058,BU19010503,322,      2811
3059,BU19010504,331,      2811
3060,BU19010505,531,      2811
3061,BU19010506,525,      2811
3062,BU19010507,420,      2811
3063,BU19010508,822,      2811
3064,BU19010509,847,      2811
3065,BU19010510,,      2811
3066,BU19010511,906,      2811
3067,BU19010512,936,      2811
3068,BU19010513,977,      2811
3069,BU19010514,868,      2811
3070,BU19010515,702,      2811
3071,WK190106  ,449,         .
3072,BU19010601,712,      3465
3073,BU19010602,412,      3465
3074,BU19010603,651,      3465
3075,BU19010604,550,      3465
3076,WK190107  ,457,         .
3077,BU19010701,699,      3466
3078,BU19010702,412,      3466
3079,BU19010703,626,      3466
3080,GM0755    ,398,         .
3081,WK075500  ,397,         .
3082,BU07550000,364,      5427
3083,BU07550005,526,      5427
3084,BU07550006,436,      5427
3085,BU07550007,444,      5427
3086,BU07550008,468,      5427
3087,BU07550009,515,      5427
3088,WK075501  ,405,         .
3089,BU07550100,378,      5428
3090,BU07550109,460,      5428
3091,GM1681    ,297,         .
3092,WK168100  ,330,         .
3093,BU16810001,317,      7872
3094,BU16810009,431,      7872
3095,WK168101  ,249,         .
3096,BU16810101,246,      7876
3097,BU16810102,220,      7876
3098,BU16810103,269,      7876
3099,BU16810104,258,      7876
3100,BU16810109,337,      7876
3101,WK168102  ,400,         .
3102,BU16810209,400,      9534
3103,WK168103  ,233,         .
3104,BU16810309,233,      9564
3105,WK168179  ,316,         .
3106,BU16817901,316,      9573
3107,BU16817909,,         .
3108,WK168180  ,254,         .
3109,BU16818001,325,      9571
3110,BU16818002,229,      9571
3111,BU16818003,242,      9571
3112,BU16818009,,      9571
3113,WK168181  ,327,         .
3114,BU16818109,327,      7877
3115,WK168182  ,303,         .
3116,BU16818201,313,      9531
3117,BU16818202,344,      9531
3118,BU16818203,278,      9531
3119,BU16818204,385,      9531
3120,BU16818205,278,      9531
3121,BU16818206,250,      9531
3122,BU16818209,485,      9531
3123,WK168183  ,486,         .
3124,BU16818309,486,      9527
3125,WK168184  ,394,         .
3126,BU16818409,394,      9526
3127,WK168185  ,356,         .
3128,BU16818501,354,      9528
3129,BU16818509,375,      9528
3130,WK168186  ,328,         .
3131,BU16818601,312,      9524
3132,BU16818609,417,      9524
3133,WK168187  ,403,         .
3134,BU16818701,407,      9533
3135,BU16818709,376,      9533
3136,WK168188  ,289,         .
3137,BU16818801,289,      9523
3138,BU16818809,,      9523
3139,WK168189  ,349,         .
3140,BU16818909,349,      9525
3141,WK168190  ,412,         .
3142,BU16819001,394,      9536
3143,BU16819009,474,      9536
3144,WK168191  ,476,         .
3145,BU16819109,476,      9537
3146,WK168192  ,420,         .
3147,BU16819209,420,      7858
3148,WK168193  ,,         .
3149,BU16819309,,      9535
3150,WK168194  ,313,         .
3151,BU16819409,313,      9574
3152,WK168195  ,371,         .
3153,BU16819501,331,      7875
3154,BU16819502,360,      7875
3155,BU16819503,409,      7875
3156,BU16819509,440,      7875
3157,WK168196  ,322,         .
3158,BU16819601,283,      7871
3159,BU16819609,452,      7871
3160,WK168197  ,237,         .
3161,BU16819701,281,      9521
3162,BU16819702,193,      9521
3163,BU16819703,236,      9521
3164,BU16819704,253,      9521
3165,BU16819705,277,      9521
3166,BU16819709,,      9521
3167,WK168198  ,322,         .
3168,BU16819801,333,      7873
3169,BU16819802,,      7873
3170,BU16819803,299,      7873
3171,BU16819809,454,      7873
3172,WK168199  ,397,         .
3173,BU16819901,396,      7874
3174,BU16819909,399,      7874
3175,GM0147    ,370,         .
3176,WK014700  ,361,         .
3177,BU01470000,496,      7623
3178,BU01470001,315,      7622
3179,BU01470002,361,      7622
3180,BU01470003,305,      7622
3181,BU01470004,363,      7622
3182,BU01470005,361,      7621
3183,BU01470006,313,      7621
3184,BU01470007,291,      7621
3185,BU01470008,364,      7623
3186,BU01470009,557,      7621
3187,WK014701  ,468,         .
3188,BU01470100,483,      7623
3189,BU01470101,392,      7625
3190,BU01470102,614,      7625
3191,BU01470105,462,      7626
3192,BU01470106,615,      7626
3193,GM0654    ,295,         .
3194,WK065401  ,316,         .
3195,BU06540101,277,      4435
3196,BU06540102,452,      4435
3197,WK065402  ,255,         .
3198,BU06540201,237,      4454
3199,BU06540202,370,      4454
3200,BU06540203,,      4454
3201,WK065403  ,313,         .
3202,BU06540301,289,      4438
3203,BU06540302,387,      4438
3204,WK065404  ,254,         .
3205,BU06540401,230,      4437
3206,BU06540402,420,      4437
3207,WK065405  ,320,         .
3208,BU06540501,312,      4451
3209,BU06540502,438,      4451
3210,WK065406  ,267,         .
3211,BU06540601,259,      4433
3212,BU06540602,362,      4433
3213,WK065407  ,291,         .
3214,BU06540701,251,      4434
3215,BU06540702,409,      4434
3216,WK065408  ,287,         .
3217,BU06540801,259,      4456
3218,BU06540802,395,      4456
3219,WK065409  ,266,         .
3220,BU06540901,246,      4455
3221,BU06540902,384,      4455
3222,BU06540903,,      4455
3223,WK065410  ,347,         .
3224,BU06541001,321,      4443
3225,BU06541002,457,      4443
3226,WK065411  ,316,         .
3227,BU06541101,272,      4436
3228,BU06541102,435,      4436
3229,WK065412  ,290,         .
3230,BU06541201,260,      4441
3231,BU06541202,397,      4441
3232,WK065413  ,287,         .
3233,BU06541301,283,      4431
3234,BU06541302,423,      4431
3235,WK065414  ,348,         .
3236,BU06541401,325,      4444
3237,BU06541402,419,      4444
3238,WK065415  ,273,         .
3239,BU06541501,258,      4453
3240,BU06541502,372,      4453
3241,GM0757    ,376,         .
3242,WK075700  ,345,         .
3243,BU07570000,315,      5281
3244,BU07570001,325,      5283
3245,BU07570002,320,      5282
3246,BU07570003,461,      5283
3247,BU07570004,507,      5281
3248,BU07570005,605,      5283
3249,BU07570006,682,      5282
3250,BU07570007,670,      5282
3251,BU07570008,613,      5283
3252,BU07570009,701,      5281
3253,WK075701  ,555,         .
3254,BU07570100,521,      5281
3255,BU07570109,655,      5281
3256,WK075702  ,487,         .
3257,BU07570200,470,      5298
3258,BU07570206,559,      5298
3259,BU07570207,624,      5298
3260,BU07570208,609,      5298
3261,BU07570209,615,      5298
3262,WK075730  ,407,         .
3263,BU07573000,407,      5296
3264,WK075731  ,566,         .
3265,BU07573100,566,      5296
3266,GM0758    ,382,         .
3267,WK075800  ,300,         .
3268,BU07580001,309,      4811
3269,BU07580002,365,      4811
3270,BU07580003,247,      4811
3271,BU07580004,241,      4811
3272,BU07580005,327,      4811
3273,BU07580006,308,      4811
3274,WK075801  ,281,         .
3275,BU07580100,383,      4815
3276,BU07580101,286,      4816
3277,BU07580102,239,      4826
3278,BU07580103,235,      4827
3279,BU07580104,252,      4826
3280,BU07580105,442,      4825
3281,BU07580106,245,      4827
3282,BU07580107,420,      4827
3283,WK075802  ,394,         .
3284,BU07580200,310,      4817
3285,BU07580201,495,      4818
3286,BU07580202,581,      4818
3287,BU07580203,329,      4817
3288,BU07580204,498,      4817
3289,BU07580205,,      4817
3290,WK075803  ,478,         .
3291,BU07580300,442,      4834
3292,BU07580301,363,      4834
3293,BU07580302,444,      4834
3294,BU07580303,630,      4835
3295,BU07580309,790,      4836
3296,WK075804  ,522,         .
3297,BU07580400,446,      4819
3298,BU07580401,696,      4837
3299,WK075805  ,327,         .
3300,BU07580500,282,      4812
3301,BU07580501,285,      4812
3302,BU07580502,241,      4814
3303,BU07580503,379,      4813
3304,BU07580504,379,      4814
3305,BU07580505,764,      4814
3306,BU07580506,,      4836
3307,BU07580507,316,      4815
3308,BU07580508,614,      4838
3309,BU07580509,617,      4838
3310,WK075806  ,325,         .
3311,BU07580600,304,      4824
3312,BU07580601,312,      4824
3313,BU07580602,265,      4822
3314,BU07580603,327,      4822
3315,BU07580604,351,      4823
3316,BU07580605,360,      4823
3317,BU07580606,369,      4823
3318,BU07580607,515,      4824
3319,BU07580609,652,      4823
3320,WK075807  ,554,         .
3321,BU07580700,504,      4854
3322,BU07580701,637,      4854
3323,BU07580709,761,      4854
3324,WK075808  ,585,         .
3325,BU07580800,579,      4851
3326,BU07580809,706,      4851
3327,WK075809  ,469,         .
3328,BU07580900,455,      4841
3329,BU07580909,696,      4841
3330,WK075810  ,498,         .
3331,BU07581000,491,      4847
3332,BU07581008,636,      4847
3333,BU07581009,844,      4847
3334,GM1876    ,419,         .
3335,WK187600  ,396,         .
3336,BU18760000,345,      7255
3337,BU18760001,363,      7256
3338,BU18760002,463,      7255
3339,BU18760004,510,      7256
3340,BU18760005,515,      7255
3341,BU18760006,537,      7255
3342,BU18760007,547,      7255
3343,BU18760008,461,      7255
3344,BU18760009,496,      7255
3345,WK187601  ,402,         .
3346,BU18760100,344,      7021
3347,BU18760101,329,      7025
3348,BU18760102,351,      7021
3349,BU18760103,522,      7021
3350,BU18760104,476,      7025
3351,BU18760105,541,      7021
3352,WK187602  ,446,         .
3353,BU18760200,376,      7251
3354,BU18760201,465,      7251
3355,BU18760202,422,      7234
3356,BU18760203,543,      7233
3357,BU18760204,597,      7234
3358,BU18760207,561,      7251
3359,BU18760208,745,      7251
3360,BU18760209,601,      7251
3361,WK187603  ,427,         .
3362,BU18760300,373,      7221
3363,BU18760301,541,      7226
3364,BU18760302,348,      7223
3365,BU18760303,415,      7225
3366,BU18760304,583,      7224
3367,BU18760305,381,      7227
3368,BU18760306,632,      7221
3369,BU18760307,498,      7225
3370,BU18760308,506,      7223
3371,BU18760309,508,      7227
3372,BU18760310,579,      7221
3373,WK187604  ,447,         .
3374,BU18760400,343,      6999
3375,BU18760401,498,      6997
3376,BU18760402,508,      6998
3377,BU18760403,378,      6996
3378,BU18760404,411,      6996
3379,BU18760405,584,      6996
3380,BU18760406,503,      6999
3381,BU18760407,579,      6999
3382,BU18760408,566,      6999
3383,BU18760409,695,      6997
3384,BU18760410,628,      6998
3385,GM0213    ,372,         .
3386,WK021301  ,583,         .
3387,BU02130100,465,      7399
3388,BU02130101,656,      7399
3389,BU02130102,654,      7399
3390,WK021302  ,597,         .
3391,BU02130200,597,      6975
3392,WK021303  ,350,         .
3393,BU02130300,337,      6971
3394,BU02130301,292,      6971
3395,BU02130302,265,      6971
3396,BU02130303,295,      6971
3397,BU02130304,489,      6971
3398,BU02130305,652,      6971
3399,BU02130306,349,      6971
3400,BU02130307,,      6971
3401,BU02130308,590,      6971
3402,BU02130309,319,      6971
3403,BU02130310,,      6971
3404,BU02130311,358,      6971
3405,BU02130312,583,      6971
3406,BU02130313,464,      6971
3407,BU02130314,630,      6971
3408,BU02130315,617,      6971
3409,BU02130316,572,      6971
3410,BU02130317,580,      6971
3411,WK021304  ,430,         .
3412,BU02130400,410,      6974
3413,BU02130401,516,      6974
3414,BU02130402,527,      6974
3415,WK021305  ,504,         .
3416,BU02130500,402,      6964
3417,BU02130501,572,      6964
3418,BU02130502,581,      6964
3419,WK021306  ,358,         .
3420,BU02130600,314,      6961
3421,BU02130601,394,      6961
3422,BU02130602,284,      6961
3423,BU02130603,326,      6961
3424,BU02130604,617,      6961
3425,BU02130605,293,      6961
3426,BU02130606,374,      6961
3427,BU02130607,634,      6961
3428,BU02130608,788,      6961
3429,BU02130609,469,      6961
3430,BU02130610,437,      6961
3431,GM0899    ,222,         .
3432,WK089901  ,260,         .
3433,BU08990124,226,      6444
3434,BU08990126,248,      6444
3435,BU08990134,202,      6446
3436,BU08990135,,      6446
3437,BU08990136,505,      6446
3438,BU08990144,252,      6446
3439,WK089902  ,192,         .
3440,BU08990201,326,      6441
3441,BU08990202,305,      6441
3442,BU08990203,181,      6441
3443,BU08990204,273,      6441
3444,BU08990205,211,      6441
3445,BU08990207,129,      6441
3446,BU08990208,168,      6441
3447,BU08990209,183,      6444
3448,BU08990225,218,      6444
3449,BU08990242,314,      6441
3450,BU08990243,137,      6441
3451,WK089903  ,204,         .
3452,BU08990314,,      6442
3453,BU08990315,187,      6442
3454,BU08990316,277,      6442
3455,BU08990317,182,      6442
3456,BU08990318,186,      6443
3457,BU08990332,,      6442
3458,BU08990333,279,      6442
3459,BU08990337,,      6442
3460,BU08990339,,      6443
3461,BU08990340,,      6443
3462,BU08990345,154,      6443
3463,WK089904  ,221,         .
3464,BU08990428,316,      6445
3465,BU08990429,199,      6445
3466,BU08990430,228,      6445
3467,BU08990431,,      6445
3468,BU08990438,,      6445
3469,BU08990441,,      6445
3470,WK089905  ,227,         .
3471,BU08990506,192,      6441
3472,BU08990510,253,      6444
3473,BU08990511,,      6441
3474,BU08990512,197,      6441
3475,BU08990513,220,      6441
3476,BU08990519,207,      6444
3477,BU08990520,283,      6444
3478,BU08990521,175,      6443
3479,BU08990522,,      6443
3480,BU08990523,222,      6443
3481,BU08990527,319,      6444
3482,GM0312    ,530,         .
3483,WK031200  ,552,         .
3484,BU03120000,549,      3981
3485,BU03120001,666,      3981
3486,BU03120008,548,      3981
3487,BU03120009,573,      3981
3488,WK031201  ,503,         .
3489,BU03120100,490,      3984
3490,BU03120109,662,      3984
3491,WK031202  ,530,         .
3492,BU03120200,492,      3985
3493,BU03120209,695,      3985
3494,GM0313    ,420,         .
3495,WK031300  ,420,         .
3496,BU03130001,416,      3751
3497,BU03130002,410,      3751
3498,BU03130003,632,      3754
3499,BU03130004,380,      3752
3500,BU03130005,393,      3752
3501,BU03130006,408,      3752
3502,BU03130007,691,      3751
3503,BU03130008,678,      3751
3504,BU03130009,431,      3751
3505,BU03130011,446,      3751
3506,GM0214    ,416,         .
3507,WK021400  ,413,         .
3508,BU02140000,466,      4116
3509,BU02140001,334,      4116
3510,BU02140002,336,      4116
3511,BU02140003,489,      4115
3512,BU02140004,470,      4117
3513,BU02140006,559,      4197
3514,BU02140007,532,      4117
3515,BU02140008,468,      4115
3516,BU02140009,492,      4116
3517,WK021401  ,441,         .
3518,BU02140100,422,      4112
3519,BU02140101,414,      4111
3520,BU02140109,551,      4112
3521,WK021402  ,441,         .
3522,BU02140200,449,      4011
3523,BU02140201,405,      4012
3524,BU02140202,529,      4012
3525,BU02140206,588,      4011
3526,BU02140207,441,      4011
3527,BU02140208,514,      4012
3528,BU02140209,483,      4016
3529,WK021403  ,401,         .
3530,BU02140300,353,      4033
3531,BU02140301,462,      4032
