Link,Huurprijs,Locatie,m2,Kamers,Interieur,Huurovereenkomst,Type woning,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Omschrijving tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Buurt,Stad
https://www.pararius.com/room-for-rent/den-burg/50b0f596/beatrixlaan,309.0,1791 GD,65.0,1,Upholstered,Unlimited period,,,,,Not present,Not present,,,Not present,No,,No,"Description
Beautiful room for rent in Den Burg in the Den Burg district.",False,Den Burg,den-burg
https://www.pararius.com/house-for-rent/utrecht/8c9ff28c/turkooislaan,2995.0,3523 GR,117.0,5,,,,1957.0,2.0,"Shower
Toilet",Not present,Present (84 m²),"achtertuin, voortuin",C,Present,Yes,Public,No,"Description
Due to the large amount of emails we receive, it is unfortunately not possible for us to answer all emails. Only the first responses will receive an invitation for the viewing within a few working days.
Available immediately, an ideal home for 2 home sharers with 2 kitchens, 2 showers and a front and back garden!
The house is within walking distance of shopping Smaragdplein where several stores and supermarkets are located. Also NS station Vaartsche Rijn is easily accessible in a few minutes walk. The cafes and restaurants of Rotsoord and Ledig Erf are also located in the immediate vicinity.
Layout.
Ground floor:
Front garden (about 24 m2), entrance into the hall, access to the separate toilet, one of the 2 kitchens and a living room. There is also a shower located on this floor.
From the kitchen and the living room you can access the backyard (about 60 m2). There is a storage room in the backyard.
First floor:
Landing which provides access to 3 bedrooms and the separate toilet.
Second floor:
Spacious living kitchen with island and a bathroom with shower, toilet and sink.
Details:
Available immediately;
Rental period indefinite, minimum of 12 months;
Unfurnished;
Front and back garden;
Free parking;
Pets not allowed;
Maximum of 2 home sharers;
Income requirement: 3 times the rent as gross salary.
Rental price:
Basic rent: € 2995 (excl. G/W/E)
Deposit: € 2995",False,Tolsteeg en Rotsoord,utrecht
https://www.pararius.com/house-for-rent/almere/4f235481/hildebrandstraat,2400.0,1321 AP,130.0,4,Furnished,Unlimited period,,1997.0,1.0,"Bath
Shower
Toilet",Not present,"Present (40 m², located on the south-east)",,A,Not present,Yes,Public,No,"Description
Available from November 1, 2024, spacious, neatly maintained single-family home in furnished condition.
Spacious single-family home in the popular residential area Literatuurwijk in Almere Stad (built in 1997) with a living area of approximately 130 m2. The house has a complete fitted kitchen, three bedrooms on the first floor and a spacious attic room / home office. The location of this house is very central to all conceivable public facilities such as schools, including the international school, which is a 3-minute walk away. Supermarkets and public transport are around the corner. The A6 and A1 highways are nearby and the train station in the Music District is within walking distance.
Ground floor:
Access to the house via the front garden in the central hall, meter cupboard, toilet, stairs and access to the living room. The living room with sliding doors, which provide access to the backyard, has a beautiful PVC floor with underfloor heating. The living room has recently been expanded, creating a spacious living room and is equipped with air conditioning. At the front of the house is the open and complete kitchen in U-shape, which is equipped with various built-in appliances including a dishwasher, combi oven, refrigerator, induction hob and an extractor hood.
First floor:
Landing, three spacious bedrooms of 10, 11 and 12 m2 respectively, which have a neat laminate floor. Modern tiled bathroom equipped with a corner shower, bath, sink and a second toilet.
Second floor:
Spacious attic room / home office accessible via a staircase. The washing/drying machine is also located in the attic on this floor.
The house was completely renovated in 2022 and is in excellent condition. The house has an A energy label and is gas-free.
Rental conditions:
- Rental price in furnished condition: €2,400 per month including advance payment for electricity
- Acceptance: as of November 1, 2024
- Rental agreement for an indefinite period, minimum term 12 months
- Deposit: 2 months basic rent
- Pets in consultation
- Non-smoking apartment.
- Viewings: planning in consultation.
- Please only respond in writing via the website on which the advertisement has been placed.",False,Literatuurwijk Noordoost,almere
https://www.pararius.com/apartment-for-rent/rotterdam/d1984469/paradijslaan,1795.0,3034 ST,76.0,3,Upholstered,,,1922.0,1.0,"Toilet
Laundry room",Not present,,,A,,,,,"Description
An excellent unfurnished 2 -bedroom apartment located in Crooswijk, Rotterdam.
Living in Crooswijk means living in an ideal location. The bustling city center of Rotterdam is just minutes away by bike, giving you access to the city's vibrant cultural scene whenever you desire. Whether you want to spend an afternoon shopping, visit a museum, or enjoy a night out, it’s all within reach. Plus, Crooswijk is well-connected by public transport, making it easy to explore the rest of the city and beyond.
This stylish apartment exudes comfort and modern luxury. The living area features a high-quality light oak PVC floor, immaculately finished white walls, and plenty of natural light, creating a fresh and spacious atmosphere. The open kitchen is fully equipped with modern appliances, including a cooktop, extractor hood, large fridge/freezer, dishwasher, and combi microwave, perfect for those who enjoy cooking and convenience.
The spacious bedroom provides ample room and tranquility, ensuring a restful night’s sleep. The modern bathroom includes a shower in a comfortable bath, double sink with cabinet, and a towel radiator. The apartment features a separate toilet. There is also an internal storage present with the connection for the washing machine /and dryer.
Originally built in 1924 and fully renovated in 2019, this apartment combines the charm of a historic building with the conveniences of modern living. Parking is easy with the option of a resident parking permit.
Comments:
The rent is excluding electricity, water, television/internet and municipality taxes;
Deposit is equal to 2 month's of rent;
Monthly servicecosts of €11,00;
Available for a minimum period of 12 months;
Energy label A;
No pets allowed;
Unfurnished condition;",False,Nieuw Crooswijk,rotterdam
https://www.pararius.com/apartment-for-rent/rotterdam/28778043/paradijslaan,1795.0,3034 ST,76.0,2,Upholstered,,,1922.0,1.0,"Dormer
Storage space
Toilet",Not present,Present (25 m²),zonneterras,A,,,,,"Description
An excellent unfurnished 2 -bedroom apartment with rooftop terrace located in Crooswijk, Rotterdam.
Living in Crooswijk means living in an ideal location. The bustling city center of Rotterdam is just minutes away by bike, giving you access to the city's vibrant cultural scene whenever you desire. Whether you want to spend an afternoon shopping, visit a museum, or enjoy a night out, it’s all within reach. Plus, Crooswijk is well-connected by public transport, making it easy to explore the rest of the city and beyond.
This stylish apartment exudes comfort and modern luxury. The living area features a high-quality light oak PVC floor, immaculately finished white walls, and plenty of natural light, creating a fresh and spacious atmosphere. The open kitchen is fully equipped with modern appliances, including a cooktop, extractor hood, large fridge/freezer, dishwasher, and combi microwave, perfect for those who enjoy cooking and convenience.
The spacious bedroom provides ample room and tranquility, ensuring a restful night’s sleep. The modern bathroom includes a shower in a comfortable bath, double sink with cabinet, and a towel radiator. The apartment features a separate toilet. It also comes with a dedicated storage space, offering extra room for your belongings and to storage you washingmachine/dryer.
Originally built in 1924 and fully renovated in 2019, this apartment combines the charm of a historic building with the conveniences of modern living. Parking is easy with the option of a resident parking permit.
The spacious and sunny roof terrace is of course amazing and is the perfect spot to enjoy the warmer summer months! Due to the space you can easily create a lounge- and dining area.
Comments:
The rent is excluding electricity, water, television/internet and municipality taxes;
Deposit is equal to 2 month's of rent;
Monthly servicecosts of €11,00;
Available for a minimum period of 12 months;
Energy label A;
Roof terrace of 25m2;
No pets allowed;
Unfurnished condition;",False,Nieuw Crooswijk,rotterdam
https://www.pararius.com/apartment-for-rent/eindhoven/710346c9/grote-berg,1900.0,5611 KL,80.0,3,Furnished,Unlimited period,,1996.0,1.0,"Cable TV
Internet connection",Present,Not present,,A,Present,No,,Yes,"Description
Type: 3-room apartment
Location: Centre / Eindhoven
Fully furnished 3 room apartment with a balcony situated at one of the most popular areas of Eindhoven called den Elzent. The location is unique because of the central location and quiet and green surrounding area.
Global lay out:
Central entrance with mailboxes, ring tableau and electric door opener.
Apartment: spacious living room (appr. 22 m2). Semi open kitchen with all required equipment (appr. 7 m2). Two bedrooms. Bathroom provided with a bath, toilet and wash basin. The entire apartment is provided with a laminate floor.Storage room with a connection for the washing machine and dryer.
The rental price is excluding gas/water/electricity, tv/internet and municipal taxes.
Rental agreement for an indefinite period of time of 12 calendar months.",False,Bergen,eindhoven
https://www.pararius.com/apartment-for-rent/utrecht/33957199/predikherenkerkhof,885.0,3512 TJ,16.0,1,,,,1650.0,1.0,,Not present,,,B,,,,,"Description
Pleasant apartment for rent in Utrecht in the Breedstraat en Plompetorengracht en omgeving district.",False,Breedstraat en Plompetorengracht en omgeving,utrecht
https://www.pararius.com/house-for-rent/breda/32e4a111/watermunt,2300.0,4823 MG,139.0,5,Upholstered,Unlimited period,,2000.0,1.0,"Bath
Shower
Toilet",Not present,Present (located on the south-west),,A,Present,Yes,On private land,No,"Description
Spacious terraced house in a quiet area in the Haagse Beemden.
You enter the house through the spacious hall from which you have access to the living room, separate toilet, meter cupboard and the stairs to the first floor. The extended living room has a laminate floor and spachtelputz wall finish.
You have access to the sunny garden through the French doors. The garden is located on the southwest. There is an automatic sunshade on the facade at the rear of the house.
The spacious open corner kitchen is located at the front and is equipped with built-in appliances including a refrigerator, 4-burner induction hob, extractor hood, stainless steel sink, oven, microwave and dishwasher.
On the first floor there are 3 bedrooms with an area of approximately 9.3 m², 13.25 m² and 8.8 m². The tiled bathroom with a shower, bath, sink and toilet is also located on this floor.
You reach the second floor via the staircase. The washing machine connection in the attic is also located here. There are also 2 bedrooms with an area of approximately 15.5 m² and 8.2 m². There is a network connection in several bedrooms.
You can also use the existing smart thermostat and several smarter radiator knobs in a number of bedrooms. The sunny garden (located on the southwest) has paving and various borders. The storage room is also located here. The fire escape is located at the rear from which you have access to a playground. At the end of the street is the rural area, where you can enjoy walking and cycling in the polder.
There is a shopping center in the district with various supermarkets and shops for daily necessities.
The rental price is € 2300 per month excl. user charges. In this district it is only possible to use district heating. You can purchase electricity yourself through a provider of your choice. The deposit is 1x the monthly rent. In consultation, in uncertain situations you may be asked to pay a higher deposit.
Are you interested in the house? Then register on the StadHuis Breda website (if you have not already done so) and then register by telephone on ******. (monday till thursday from 9.30am till 1pm)
If you rent this property, you will pay our office €99 excl. VAT for administration costs. (if applicable also guarantee costs)
Take the following into account:
Available for 1 or 2 people, or a family
The landlord is looking for working tenant(s) who earn(s) net 3x the monthly rent or with a guarantee from parents/family who earn net 5x the monthly rent
No rental allowance possible
-This text is not legally binding-",False,Kroeten,breda
https://www.pararius.com/apartment-for-rent/amsterdam/2f6ac892/hoogte-kadijk,2500.0,1018 BK,78.0,4,Upholstered,,,1992.0,1.0,"Bath
Lift
Mechanical ventilation
Shower
Toilet",Present,Not present,,B,Present,Yes,Paid,No,"Description
Bright and well laid-out three-bedroom 4-room flat of approximately 78 m². The flat features a sunny south-facing balcony and private storage in the basement.
The property is part of a residential complex built in 1992. There is a lift and a communal (enclosed) courtyard garden. A comfortable home in a quiet location.
DEscriptION
Communal entrance with lift.
THIRD FLOOR
This flat features an entrance hall and a separate toilet. There is a handy storage cupboard that houses the washing machine, dryer and central heating system. The spacious living room has an open kitchen, which is equipped with a dishwasher and a fridge-freezer. A door in the living room opens onto a sunny balcony (5m², south-facing) with awning.
The flat has three bedrooms, one of which is equipped with a practical wardrobe. The bathroom is fitted with a bathtub, walk-in shower and washbasin. There is also a private storage room in the basement of the complex.
A nice bonus: the complex has a green courtyard garden accessible only to residents, a nice place to relax.
LOCATION
The Plantagebuurt/Kadijkenbuurt is known for its tranquillity, friendly atmosphere and good restaurants and cafés such as Brouwerij ‘t IJ, Restaurant Elkaar, Italian A Tavola and the regular pub for many in the neighbourhood: café Orloff. The Stork grounds are home to Café Roest and the trendy restaurant Rosa and Rita. Artis is used by residents as a park (with the Artis annual pass, you can walk right in). The Hortus Botanicus is also a short walk away where you can enjoy exotic plants. Shops for daily groceries can be found in the immediate vicinity and fresh produce is of course available at the market. The Dappermarkt is easily accessible (a ten-minute walk), as are the OBA and NEMO. Within walking distance are several tram stops and various arterial roads (Piet Hein Tunnel and IJ Tunnel) in the immediate vicinity.
PROPERTY
The flat is part of a well-maintained complex (1992) with lift installation. The complex is managed by the Association. All installations in the flat meet modern requirements.
PARTICULARS
Suitable for up to 2 working sharers;
Rent is excl. G/W/L;
Deposit of 2 months;
Minimum rental period is 1 year;
Start date, 15 November 2024;
Guarantees are not accepted;
For this property there is an income requirement with a gross monthly income of at least 3x the net rent.",False,Oostelijke Eilanden/Kadijken,amsterdam
https://www.pararius.com/apartment-for-rent/amsterdam/78af63b8/tweede-oosterparkstraat,2200.0,1091 HW,55.0,2,Furnished,,,1895.0,1.0,"Shower
Toilet",Not present,Present,achtertuin,C,,Yes,Public,,"Description
PLEASE ONLY RESPOND BY EMAIL
At a great location within 5 minutes walking distance from the River Amstel we offer this fantastic apartment. This amazing apartment is trendy and tastefully decorated and is located in a trendy area with public transportation, restaurants and shops within walking distance.
The apartment is at the ground floor.
Upon entering you will find the spacious living room with a white cast floor with underfloor heating and very high ceilings . There is among other things, a beautiful grey sofa.
The kitchen is open and has a large gas stove, fridge, freezer, dishwasher and oven.
The dining area is next to the kitchen. There is a beautiful wooden table with four white designer chairs.
The bathroom has a nice rain shower.
The toilet is separate.
There is also an additional storage room with washing machine.
The spacious bedroom is quietly situated at the rear. This is also the white cast floor with underfloor heating.
The terrace adjoins the bedroom and offers the opportunity to sit outside overlooking the courtyard. The communal courtyard is enclosed.",False,Oosterparkbuurt,amsterdam
https://www.pararius.com/house-for-rent/ede/bc460988/vechtdal,1525.0,6718 NK,121.0,5,,,,2024.0,,,,Present,,A+,,,,,"Description
Conveniently located house with garden for rent in Ede in the De Venen en Zanden district.",False,De Venen en Zanden,ede
https://www.pararius.com/apartment-for-rent/maastricht/5b773cd0/limburglaan,795.0,6221 SH,18.0,2,Furnished,Unlimited period,,1995.0,1.0,"Lift
Internet connection
Awnings
Sewer connection
Shower
Toilet",Not present,Not present,,,Not present,Yes,,No,"Description
For rent via Holland2Stay: Brand new student-only studios Limburglaan, Maastricht
About Limburglaan
Limburglaan houses 105 fully furnished studios, suiting the student lifestyle. Limburglaan finds itself southeast of Maastricht’s city center, bordering the hip area Wyck. This area stands out as a favorite place for many to explore and wander. Living here, you’re squeezed in between the city center, the central train station, and Maastricht University. Key things you need are accessible within a short walk or bike ride.
Find discount supermarket Lidl only 600 meters from Limburglaan.
Only 300 meters to the closest bus stop .
Bike in 8 minutes to Maastricht University and in 6 minutes to Maastricht UMC+
Quickly catch a train from Maastricht Station, only a 15-minute walk from home.
1.5 km from Maastricht’s historical center.
About the studio
In this compact studio, you can study, socialize, eat, and sleep - one space fits all! Space-saving furniture and a smart layout maximize your living environment, offering the essential comfort you need as a student.
Start your day fresh and relaxed in your private bathroom, including a shower, sink with a mirror and toilet. This aesthetic bathroom suits everyone’s taste. Prepare for the day by preparing breakfast in your fully equipped kitchen. After attending your classes, the little lounge area is the perfect spot to dive into your study books or to relax.
Good to know
Fully furnished studio (excluding linen)
Private bathroom with shower, sink, and toilet
Fully equipped kitchen
Heating, electricity, water, and internet included
About contract
This is only available for students. You need to provide proof of enrolment at a Dutch educational institution for the current year. You can upload this document after making the booking.
The minimum stay for this studio is 12 months.
Questions
Do you have any questions? Feel free to contact us!",False,Heugemerveld,maastricht
https://www.pararius.com/house-for-rent/helmond/8cf5e96d/vliehorstweide,3500.0,5709 MD,202.0,4,Furnished,Unlimited period,,1994.0,2.0,"Bath
Fibre-optic connection
Awnings
Blinds
Shower
Sliding doors
Toilet",Not present,"Present (106 m², located on the east)",,B,Present,Yes,Public,Yes,"Description
Type: Villa
Location: Dierdonk | Helmond
Very well maintained and available immediately!
This beautiful contemporary villa with a generous living area of 202m2 is located in the popular district “Dierdonk” in Helmond, and as the house name suggests, it is close to the edge of the forest of the “Bakelsbosch”. A wonderfully peaceful nature reserve where you can enjoy walking in the evenings or weekends. However, do not be fooled by its location among all the greenery, because the accessibility to the A67 is particularly good. For example, the High Tech Campus is within a range of 25 minutes by car, and ASML 30 minutes by car. The center of Eindhoven is within just 20 minutes.
The house was recently tested at an energy label B, and through the presence of 8 high-quality solar panels, your electricity costs will be low.
There is also good wall, roof, and floor insulation installed around the entire house and the windows have HR++ glazing.
Global description
Ground Floor
From the deep driveway (which offers space for 3-4 cars) belonging to the house you reach through the garden the front door of the impressive house. Once in the hall you have the possibility to reach the living room, bedroom on the first floor, staircase to the 1st floor and the toilet. You will also find a wardrobe in the hall, and the meter cupboard is located here.
The spacious living room extends from the front to the back of the primary residential building and is equipped with high-quality furniture, a beautiful tiled floor and quality window decoration. There is plenty of light to this room, and through the wide sliding doors you can access the fully fenced backyard.
Attached to the living room you will find the closed kitchen which is richly equipped with various appliances, including a refrigerator, microwave, separate oven, dishwasher, 4-burner induction hob and also ample storage space. The kitchen also offers space for a 4-person breakfast table overlooking the backyard.
On the left side you will also find a utility room where the washing machine, dryer and central heating boiler are located. The basement can also be accessed from here, it is completely dry and offers plenty of space.
One of the bedrooms is located on the first floor at the front of the house, and has a double bed and a spacious closet. The color scheme of these items are specifically chosen for this purpose. From this bedroom you can reach a private bathroom, which is equipped with a bathtub, individual shower stall, sink with conversion and a towel radiator.
First floor:
This floor consists of two bedrooms, one located at the front of the house and one at the rear. Both bedrooms are large in size, with the room at the rear in particular. The entire floor has sleek laminate flooring and, of course, furniture.
The intermediate bathroom has a toilet, shower stall and a sink, and adjacent to this bathroom you will find another handy storage closet.
Second floor:
Very spacious attic floor in L-shape, accessible by a loft ladder, perfect to use as storage space.
Garden and garage:
We can talk about a garden that enjoys a lot of privacy and is also very well maintained by the landlords. The garden faces east and thus offers many hours of sunshine in the morning. Later in the afternoon the sun turns so you deeper into the garden can definitely still enjoy the good weather, where therefore with ease a seating area can be created. Through a fence you can reach the front garden. The garden maintenance will be provided by the landlord or a designated party at extra cost.
The garage adjacent to the garden is of very large size, and offers space for a car if desired. Here you will also find an additional fridge-freezer and a sink with water connection.
The attic is perfect to use as a hobby room, sports or play room, or as a social space for your children.
Behind the garage is a very handy storage room located where you will find garden tools, among other things. Bicycles can also be placed here, through an adjacent path you can reach the driveway.
Rental period indefinitely with a minimum duration of 12 calendar months.
Rent does not include costs for gas, water and electricity consumption, TV + internet and municipal taxes. Additional €200,00 will be charged for garden maintenance and periodic cleaning of the house.",False,Kern Dierdonk,helmond
https://www.pararius.com/house-for-rent/amsterdam/a11ef16e/van-eeghenstraat,15000.0,1071 EW,336.0,7,Upholstered,,,1895.0,4.0,"Alarm
Bath
Cable TV
French balcony
Mechanical ventilation
Roof terrace
Shower
Storage space
Toilet
Laundry room",Present,"Present (54 m², located on the south)",achtertuin,B,,Yes,Public,No,"Description
Phenomenal, completely luxuriously renovated building on the wide Van Eeghenstraat with direct views of the Vondelpark and with a living area of 336 m2, spread over 4 spacious floors. This family home has 5 bedrooms, 4 bathrooms, a garden, balcony and roof terrace and if that's not enough outdoor space, access to the Vondelpark is just across the street!
LAYOUT
Grand and strikingly high entrance made in marble with elegant staircase.
First floor with the spacious dining room with high windows at the front. Centrally located is the very luxurious Bulthaup open kitchen with Quooker, induction, double Gaggenau ovens, island with plenty of storage space and bar area. Furthermore, the bright living room on the garden side with windows over the entire width and up to the high ceiling. Unobtrusive, but certainly appropriate, a pantry with wine cooling has been created here.
On the garden floor you will find a well-sized guest room with ensuite bathroom with walk-in shower, bath, double sink with furniture, toilet and towel radiator. At garden level there is a beautiful TV room with direct access to the garden, which faces south.
On the first floor there is a large bedroom with custom-made cupboards up to the high ceiling and doors to the wide balcony on the garden side. Ensuite bathroom with walk-in shower, toilet, sink and door to the balcony.
At the front is the spacious master bedroom with very large walk-in closet with sliding doors to a spacious bathroom with free-standing bath, double sinks with furniture, walk-in shower and toilet. This bedroom has a beautiful bay window with high windows.
On the second floor there is a toilet and laundry room on the landing. At the rear is the bedroom with cupboard space. A spacious central bathroom with double sinks, walk-in shower, bath and toilet. At the front is a bedroom with custom-made cupboards and French balcony. From the landing a staircase leads to the extensive roof terrace with water supply and electricity.
The house is characterized by its generous ceiling heights, herringbone oak parquet floors, neutral tasteful color schemes and beautiful marble. Only high-quality and luxurious materials have been used.
This exceptional house on the Van Eeghenstraat can simply be called LUXURY and COMFORT.
LOCATION & ACCESSIBILITY
The house is located in the chic Oud-Zuid, around the corner from Jacob Obrechtstraat, practically on the beautiful Vondelpark and near the beautiful museum district. This neighborhood is characterized as quiet and pleasant and offers numerous options for shopping, dining, sitting on terraces, museums, schools, childcare, relaxation and theaters. The well- known Cornelis Schuytstraat and Van Beaerlestraat can be found in the immediate vicinity. Furthermore, the center is within cycling distance, as is the bustling Pijp or the pleasant Hoofddorppleinbuurt. Public transport is practically on your doorstep (tram 2, 16, 24 or bus 170/172) and various arterial roads are nearby.
PARTICULARITIES
Living area of 336 m2 in accordance with NEN2580 measurement report;
Completely luxuriously renovated with high-quality choice of materials;
Taps and sinks from the high-end 'Waterworks';
Located on private land;
Real family home, 5 bedrooms, 4 bathrooms;
Located around the corner from the Vondelpark; - Underfloor heating;
Heat pump;
Alarm system;
Municipal monument;
Delivery in consultation.
RENTAL
Deposit: 2 months rent;
Available: direct.",False,Museumkwartier,amsterdam
https://www.pararius.com/apartment-for-rent/haarlem/3f2d4700/azieweg,2055.0,2037 XZ,114.0,4,Upholstered,Unlimited period,,1973.0,1.0,"Bath
Intercom
Shower
Toilet",Not present,Not present,,A+++,Not present,Yes,,No,"Description
ABOUT THE PENTHOUSE
The former VNU building in Haarlem Schalkwijk is being transformed into the new apartment complex Ceylonpoort, consisting of 162 A+++ homes. Ceylonpoort is located directly next to Schalkwijk shopping center, which features several supermarkets, shops, a cinema, and a gym.
This penthouse has two floors. Upon entering the residence, there is a separate guest toilet in the hallway. This penthouse has a spacious living room with an open kitchen and study area. The kitchen includes all the necessary appliances, such as a dishwasher, fridge, and combi oven. From the living room, you can access a spacious rooftop terrace.
You can access the top floor via the staircase in the living room. On this floor, you can find three bedrooms (with access to a private rooftop terrace) and a bathroom. The bathroom is finished modernly and includes a shower, bathtub, toilet, and washing basin.
This penthouse is delivered semi-furnished. We finish the walls, install a beautiful laminate floor in the apartment, and hang neutral curtains. The property has underfloor heating and cooling.
Good to know:
Semi-furnished
Two spacious rooptop terraces
Floor cooling and heating
Includes light wood-look laminate flooring and neutral curtains
Fully equipped kitchen with a dishwasher
Shared facilities
Ceylonpoort offers various facilities. There is a laundry room and a fitness room for residents. The building has a bicycle storage area. Residents can rent a parking space in the building's garage.
LOCATION
Ceylonpoort is located on Aziëweg and is part of the Schalkwijk neighborhood, southeast of the city center of Haarlem. Schalkwijk is a popular and modern urban district to live in. You are literally situated between the center of Haarlem and nature. Schalkwijk is close to several nature parks, such as Meerwijkplas and Molenplas.
Schalkwijk shopping center is located right next to the building. This shopping center has several supermarkets and shops, as well as a cinema and gym. Ceylonpoort has good access to public transport, with several bus stops nearby.
Schalkwijk shopping center on your doorstep
A bus stop within a 5-minute walk
Reach Amsterdam in 40 minutes by train
Reach the beach of Zandvoort in 20 minutes by car or 30 minutes by bike
Bike to Haarlem city center in just 10 minutes
ABOUT THE CONTRACT
Indefinite term, minimum stay of 12 months
Required income approx. 3x rental price
Deposit: €2300
MORE INFORMATION
Are you interested in renting this penthouse? Contact us!",False,Winkelcentrum Schalkwijk,haarlem
https://www.pararius.com/apartment-for-rent/haarlem/98a17621/azieweg,1560.0,2037 XZ,87.0,3,Upholstered,Unlimited period,,1973.0,2.0,"Intercom
Shower
Toilet",Present,Not present,,A+++,Not present,Yes,,No,"Description
FRIENDS APARTMENT
Are you looking for a place to live together with a friend? This two-bedroom apartment is the perfect place! You will share the modern living room with fully equipped kitchen. Each of you will get a private bedroom with ensuite bathroom. To rent this FRIENDS apartment, you need to meet the following conditions:
You can rent this apartment together with a friend (or brother, sister, cousin, colleague)
You can't live in this apartment together with your partner, child(ren), or parent(s)
You must live in this apartment with two persons. You can't book this apartment alone.
ABOUT THE APARTMENT
The former VNU building in Haarlem Schalkwijk is being transformed into the new apartment complex Ceylonpoort, consisting of 162 A+++ homes. Ceylonpoort is located directly next to Schalkwijk shopping center, which features several supermarkets, shops, a cinema, and a gym.
What can I expect?
This two-bedroom apartment is delivered semi-furnished. We finish the walls, install a beautiful laminate floor in the apartment, and hang neutral curtains. The kitchen includes all the necessary appliances, such as a dishwasher, fridge, and combi oven. The property has underfloor heating and cooling.
Good to know:
Semi-furnished
Private balcony
Storage room in apartment
Floor cooling and heating
Includes light wood-look laminate flooring and neutral curtains
Fully equipped kitchen with a dishwasher
Shared facilities
Ceylonpoort offers various facilities. There is a laundry room and a fitness room for residents. The building has a bicycle storage area. Residents can rent a parking space in the building's garage.
LOCATION
Ceylonpoort is located on Aziëweg and is part of the Schalkwijk neighborhood, southeast of the city center of Haarlem. Schalkwijk is a popular and modern urban district to live in. You are literally situated between the center of Haarlem and nature. Schalkwijk is close to several nature parks, such as Meerwijkplas and Molenplas.
Schalkwijk shopping center is located right next to the building. This shopping center has several supermarkets and shops, as well as a cinema and gym. Ceylonpoort has good access to public transport, with several bus stops nearby.
Schalkwijk shopping center on your doorstep
A bus stop within a 5-minute walk
Reach Amsterdam in 40 minutes by train
Reach the beach of Zandvoort in 20 minutes by car or 30 minutes by bike
Bike to Haarlem city center in just 10 minutes
ABOUT THE CONTRACT
Indefinite term, minimum stay of 12 months
The joint income of the friends should be at least €4,900 per month
Deposit: €1800
MORE INFORMATION
Are you interested in renting this apartment? Contact us!",False,Winkelcentrum Schalkwijk,haarlem
https://www.pararius.com/apartment-for-rent/haarlem/68cd555b/azieweg,1556.0,2037 XZ,80.0,3,Upholstered,Unlimited period,,1973.0,1.0,"Intercom
Shower",Present,Not present,,A+++,Not present,Yes,,No,"Description
For rent via Holland2Stay: Brand new apartment in Ceylonpoort, Haarlem
ABOUT THE APARTMENT
The former VNU building in Haarlem Schalkwijk is being transformed into the new apartment complex Ceylonpoort, consisting of 162 A+++ homes. Ceylonpoort is located directly next to Schalkwijk shopping center, which features several supermarkets, shops, a cinema, and a gym.
What can I expect?
This two-bedroom apartment is delivered fully furnished. We finish the walls, install a beautiful laminate floor in the apartment, and hang neutral curtains. The kitchen includes all the necessary appliances, such as a dishwasher, fridge, and combi oven. The property has underfloor heating and cooling.
Good to know:
Fully furnished
Private balcony
Storage room in apartment
Floor cooling and heating
Includes light wood-look laminate flooring and neutral curtains
Fully equipped kitchen with a dishwasher
Shared facilities
Ceylonpoort offers various facilities. There is a laundry room and a fitness room for residents. The building has a bicycle storage area. Residents can rent a parking space in the building's garage.
LOCATION
Ceylonpoort is located on Aziëweg and is part of the Schalkwijk neighborhood, southeast of the city center of Haarlem. Schalkwijk is a popular and modern urban district to live in. You are literally situated between the center of Haarlem and nature. Schalkwijk is close to several nature parks, such as Meerwijkplas and Molenplas.
Schalkwijk shopping center is located right next to the building. This shopping center has several supermarkets and shops, as well as a cinema and gym. Ceylonpoort has good access to public transport, with several bus stops nearby.
Schalkwijk shopping center on your doorstep
A bus stop within a 5-minute walk
Reach Amsterdam in 40 minutes by train
Reach the beach of Zandvoort in 20 minutes by car or 30 minutes by bike
Bike to Haarlem city center in just 10 minutes
ABOUT THE CONTRACT
Indefinite term, minimum stay of 12 months
Required income approx. 3x rental price
Deposit: €2000
MORE INFORMATION
Are you interested in renting this apartment? Contact us!",False,Winkelcentrum Schalkwijk,haarlem
